"X","X.1","X.2","Round.1","Round.1.1","X.3","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","year"
"4","4","PHO","Josh Jackson\jacksjo02","University of Kansas","2","142","3524","1737","619","269",".417",".276",".654","24.8","12.2","4.4","1.9","-2.2","-.031","-4.6","-2.3",17
"5","5","SAC","De'Aaron Fox\foxde01","University of Kentucky","2","135","3983","1910","433","767",".435",".340",".724","29.5","14.1","3.2","5.7","3.6",".043","-1.8","0.2",17
"6","6","ORL","Jonathan Isaac\isaacjo01","Florida State University","2","86","2088","694","413","76",".419",".317",".816","24.3","8.1","4.8","0.9","3.1",".071","-0.6","0.8",17
"7","7","MIN","Lauri Markkanen\markkla01","University of Arizona","2","109","3379","1838","888","137",".436",".368",".857","31.0","16.9","8.1","1.3","6.0",".085","-1.6","0.3",17
"8","8","NYK","Frank Ntilikina\ntilila01","","2","119","2578","704","259","366",".356",".307",".729","21.7","5.9","2.2","3.1","-1.7","-.032","-4.4","-1.6",17
"9","9","DAL","Dennis Smith\smithde03","North Carolina State University","2","114","3334","1658","391","580",".408",".318",".672","29.2","14.5","3.4","5.1","0.0",".000","-2.1","-0.1",17
"10","10","SAC","Zach Collins\colliza01","Gonzaga University","2","127","2122","686","474","109",".435",".317",".736","16.7","5.4","3.7","0.9","3.0",".067","-1.5","0.2",17
"11","11","CHO","Malik Monk\monkma01","University of Kentucky","2","121","1882","982","165","191",".376",".334",".877","15.6","8.1","1.4","1.6","0.3",".008","-4.2","-1.1",17
"12","12","DET","Luke Kennard\kennalu01","Duke University","2","117","2419","974","301","193",".443",".408",".828","20.7","8.3","2.6","1.6","4.3",".086","-1.4","0.4",17
"13","13","DEN","Donovan Mitchell\mitchdo01","University of Louisville","2","138","4627","2989","532","537",".429",".335",".801","33.5","21.7","3.9","3.9","8.0",".083","0.5","2.9",17
"14","14","MIA","Bam Adebayo\adebaba01","University of Kentucky","2","132","2766","979","804","234",".534",".059",".726","21.0","7.4","6.1","1.8","8.9",".155","1.3","2.3",17
"15","15","POR","Justin Jackson\jacksju01","University of North Carolina","2","130","2695","837","343","145",".430",".324",".766","20.7","6.4","2.6","1.1","2.6",".047","-2.8","-0.6",17
"16","16","CHI","Justin Patton\pattoju01","Creighton University","1","1","4","2","0","0",".500","","","4.0","2.0","0.0","0.0","0.0",".151","3.3","0.0",17
"17","17","MIL","D.J. Wilson\wilsodj01","University of Michigan","2","54","643","190","154","31",".435",".357",".400","11.9","3.5","2.9","0.6","1.1",".083","-1.9","0.0",17
"18","18","IND","T.J. Leaf\leaftj01","University of California Los Angeles","2","96","843","313","168","27",".506",".358",".622","8.8","3.3","1.8","0.3","1.9",".106","-3.5","-0.3",17
"19","19","ATL","John Collins\collijo01","Wake Forest University","2","120","3163","1672","980","188",".573",".368",".743","26.4","13.9","8.2","1.6","9.9",".150","1.4","2.7",17
"20","20","POR","Harry Giles\gilesha01","Duke University","1","50","672","343","188","67",".516",".000",".628","13.4","6.9","3.8","1.3","0.9",".061","-2.1","0.0",17
"21","21","OKC","Terrance Ferguson\fergute01","","2","116","2149","564","139","69",".429",".357",".714","18.5","4.9","1.2","0.6","3.4",".076","-2.2","-0.1",17
"22","22","BRK","Jarrett Allen\allenja01","University of Texas at Austin","2","136","3144","1294","925","141",".584",".193",".738","23.1","9.5","6.8","1.0","10.2",".156","1.4","2.7",17
"23","23","TOR","OG Anunoby\anunoog01","Indiana University","2","127","2566","815","346","89",".459",".358",".566","20.2","6.4","2.7","0.7","4.5",".084","-0.3","1.1",17
"24","24","UTA","Tyler Lydon\lydonty01","Syracuse University","2","25","92","21","17","5",".471",".400",".333","3.7","0.8","0.7","0.2","0.1",".067","-3.2","0.0",17
"25","25","ORL","Anzejs Pasecniks\pasecan01","","","","","","","","","","","","","","","","","","",17
"26","26","POR","Caleb Swanigan\swanica01","Purdue University","2","45","334","96","106","21",".365",".154",".720","7.4","2.1","2.4","0.5","-0.3","-.039","-7.2","-0.4",17
"27","27","BRK","Kyle Kuzma\kuzmaky01","University of Utah","2","137","4377","2372","821","288",".457",".342",".734","31.9","17.3","6.0","2.1","6.8",".075","-1.4","0.7",17
"28","28","LAL","Tony Bradley\bradlto01","University of North Carolina","2","10","38","8","14","1",".214",".000","1.000","3.8","0.8","1.4","0.1","0.0","-.056","-12.7","-0.1",17
"29","29","SAS","Derrick White\whitede01","University of Colorado","2","67","1417","540","208","194",".489",".371",".759","21.1","8.1","3.1","2.9","3.1",".106","1.0","1.1",17
"30","30","UTA","Josh Hart\hartjo01","Villanova University","2","124","3020","990","495","164",".439",".361",".700","24.4","8.0","4.0","1.3","5.4",".085","-0.4","1.2",17
"31","31","CHO","Frank Jackson\jacksfr01","Duke University","1","51","834","323","101","48",".429",".304",".761","16.4","6.3","2.0","0.9","0.3",".018","-5.0","-0.6",17
"32","32","PHO","Davon Reed\reedda01","University of Miami","2","28","262","68","41","15",".300",".308",".667","9.4","2.4","1.5","0.5","-0.3","-.049","-6.5","-0.3",17
"33","33","ORL","Wesley Iwundu\iwundwe01","Kansas State University","2","113","1910","480","266","102",".418",".275",".772","16.9","4.2","2.4","0.9","1.8",".045","-3.4","-0.7",17
"34","34","SAC","Frank Mason\masonfr01","University of Kansas","2","86","1379","578","168","229",".389",".309",".774","16.0","6.7","2.0","2.7","0.9",".033","-3.7","-0.6",17
"35","35","ORL","Ivan Rabb\rabbiv01","University of California","2","69","917","380","279","61",".588",".286",".737","13.3","5.5","4.0","0.9","2.7",".139","-0.6","0.3",17
"36","36","PHI","Jonah Bolden\boldejo01","","1","33","436","147","116","23",".527",".355",".474","13.2","4.5","3.5","0.7","0.9",".102","0.8","0.3",17
"37","37","BOS","Semi Ojeleye\ojelese01","Southern Methodist University","2","115","1604","337","228","38",".379",".316",".631","13.9","2.9","2.0","0.3","1.8",".055","-3.5","-0.6",17
"38","38","CHI","Jordan Bell\belljo01","University of Oregon","2","109","1406","429","352","162",".589",".000",".662","12.9","3.9","3.2","1.5","4.5",".154","2.6","1.7",17
"39","39","PHI","Jawun Evans\evansja01","Oklahoma State University","2","55","842","237","96","110",".346",".268",".776","15.3","4.3","1.7","2.0","-0.4","-.021","-5.1","-0.7",17
"40","40","NOP","Dwayne Bacon\bacondw01","Florida State University","2","78","978","286","163","55",".420",".353",".811","12.5","3.7","2.1","0.7","0.3",".016","-5.3","-0.8",17
"41","41","ATL","Tyler Dorsey\dorsety01","University of Oregon","2","88","1265","514","182","98",".377",".346",".677","14.4","5.8","2.1","1.1","0.4",".016","-4.7","-0.9",17
"42","42","UTA","Thomas Bryant\bryanth01","Indiana University","2","68","1092","540","327","71",".613",".333",".778","16.1","7.9","4.8","1.0","4.1",".179","1.4","0.9",17
"43","43","HOU","Isaiah Hartenstein\harteis01","","1","27","220","53","47","14",".488",".333",".786","8.1","2.0","1.7","0.5","0.4",".088","-1.1","0.0",17
"44","44","NYK","Damyean Dotson\dotsoda01","University of Oregon","2","99","1862","729","276","115",".428",".368",".714","18.8","7.4","2.8","1.2","2.2",".056","-2.1","-0.1",17
"45","45","HOU","Dillon Brooks\brookdi01","University of Oregon","2","100","2680","1033","288","151",".435",".359",".745","26.8","10.3","2.9","1.5","1.2",".022","-3.4","-1.0",17
"46","46","PHI","Sterling Brown\brownst02","Southern Methodist University","2","102","1545","469","277","85",".428",".356",".796","15.1","4.6","2.7","0.8","2.3",".071","-2.7","-0.3",17
"47","47","IND","Ike Anigbogu\anigbik01","University of California Los Angeles","2","14","36","13","12","1",".333","",".833","2.6","0.9","0.9","0.1","0.0",".058","-6.8","0.0",17
"48","48","MIL","Sindarius Thornwell\thornsi01","University of South Carolina","2","121","1414","330","177","83",".417",".338",".676","11.7","2.7","1.5","0.7","0.9",".031","-2.2","-0.1",17
"49","49","DEN","Vlatko Cancar\cancavl01","","","","","","","","","","","","","","","","","","",17
"50","50","PHI","Mathias Lessort\lessoma01","","","","","","","","","","","","","","","","","","",17
"51","51","DEN","Monte Morris\morrimo01","Iowa State University","2","66","1557","661","167","243",".488",".413",".793","23.6","10.0","2.5","3.7","4.9",".151","0.1","0.8",17
"52","52","NOP","Edmond Sumner\sumneed01","Xavier University","2","18","169","43","20","7",".340",".200",".417","9.4","2.4","1.1","0.4","-0.1","-.021","-4.6","-0.1",17
"53","53","BOS","Kadeem Allen\allenka01","University of Arizona","2","28","332","120","40","57",".439",".296",".743","11.9","4.3","1.4","2.0","0.6",".080","-2.6","0.0",17
"54","54","PHO","Alec Peters\peteral01","Valparaiso University","1","20","225","82","37","12",".378",".310",".800","11.3","4.1","1.9","0.6","0.3",".055","-3.3","-0.1",17
"55","55","UTA","Nigel Williams-Goss\willini01","Gonzaga University","","","","","","","","","","","","","","","","","",17
"56","56","BOS","Jabari Bird\birdja01","University of California","1","13","115","39","19","8",".577",".429",".462","8.8","3.0","1.5","0.6","0.2",".098","-2.1","0.0",17
"57","57","BRK","Aleksandar Vezenkov\vezenal01","","","","","","","","","","","","","","","","","","",17
"58","58","NYK","Ognjen Jaramaz\jaramog01","","","","","","","","","","","","","","","","","","",17
"59","59","SAS","Jaron Blossomgame\blossja01","Clemson University","1","27","439","114","98","13",".443",".256",".769","16.3","4.2","3.6","0.5","0.3",".032","-4.4","-0.3",17
"60","60","ATL","Alpha Kaba\kabaal01","","","","","","","","","","","","","","","","","","",17
"1","1","PHO","Deandre Ayton\aytonde01","University of Arizona","1","59","1828","979","617","113",".593",".000",".758","31.0","16.6","10.5","1.9","5.4",".143","1.0","1.4",18
"2","2","SAC","Marvin Bagley\baglema01","Duke University","1","47","1165","652","338","47",".509",".258",".697","24.8","13.9","7.2","1.0","2.7",".110","-1.5","0.1",18
"3","3","ATL","Luka Doncic\doncilu01","","1","59","1892","1232","425","327",".434",".350",".716","32.1","20.9","7.2","5.5","4.3",".109","3.8","2.8",18
"4","4","MEM","Jaren Jackson\jacksja02","Michigan State University","1","58","1515","798","272","64",".506",".359",".766","26.1","13.8","4.7","1.1","3.6",".113","0.4","0.9",18
"5","5","DAL","Trae Young\youngtr01","University of Oklahoma","1","65","2001","1186","220","507",".415",".335",".819","30.8","18.2","3.4","7.8","1.8",".042","-2.3","-0.1",18
"6","6","ORL","Mohamed Bamba\bambamo01","University of Texas at Austin","1","47","766","292","233","39",".481",".300",".587","16.3","6.2","5.0","0.8","1.6",".103","-0.1","0.4",18
"7","7","CHI","Wendell Carter\cartewe01","Duke University","1","44","1110","455","307","78",".485",".188",".795","25.2","10.3","7.0","1.8","1.9",".084","-0.4","0.5",18
"8","8","CLE","Collin Sexton\sextoco01","University of Alabama","1","64","1956","967","196","180",".405",".383",".839","30.6","15.1","3.1","2.8","-1.5","-.037","-6.3","-2.1",18
"9","9","NYK","Kevin Knox\knoxke01","University of Kentucky","1","57","1602","705","251","55",".361",".331",".731","28.1","12.4","4.4","1.0","-1.3","-.039","-6.4","-1.8",18
"10","10","PHI","Mikal Bridges\bridgmi01","Villanova University","1","65","1823","528","204","128",".431",".344",".793","28.0","8.1","3.1","2.0","2.4",".064","0.2","1.0",18
"11","11","CHO","Shai Gilgeous-Alexander\gilgesh01","University of Kentucky","1","66","1691","660","176","196",".464",".346",".813","25.6","10.0","2.7","3.0","2.0",".057","-0.9","0.5",18
"12","12","LAC","Miles Bridges\bridgmi02","Michigan State University","1","61","1167","408","218","56",".451",".321",".750","19.1","6.7","3.6","0.9","1.7",".071","-1.5","0.1",18
"13","13","LAC","Jerome Robinson\robinje01","Boston College","1","25","228","78","28","9",".370",".333",".667","9.1","3.1","1.1","0.4","0.1",".018","-4.7","-0.2",18
"14","14","DEN","Michael Porter\portemi01","University of Missouri","","","","","","","","","","","","","","","","","",18
"15","15","WAS","Troy Brown\browntr01","University of Oregon","1","33","256","86","52","37",".388",".250",".682","7.8","2.6","1.6","1.1","0.3",".047","-4.1","-0.1",18
"16","16","PHO","Zhaire Smith\smithzh01","Texas Tech University","","","","","","","","","","","","","","","","","",18
"17","17","MIL","Donte DiVincenzo\divindo01","Villanova University","1","23","358","110","56","27",".393",".246",".818","15.6","4.8","2.4","1.2","0.4",".059","-2.0","0.0",18
"18","18","SAS","Lonnie Walker\walkelo01","University of Miami","1","7","59","14","11","2",".182",".333","1.000","8.4","2.0","1.6","0.3","-0.2","-.177","-12.3","-0.2",18
"19","19","ATL","Kevin Huerter\huertke01","University of Maryland","1","59","1604","553","189","161",".423",".391",".714","27.2","9.4","3.2","2.7","1.1",".034","-2.1","0.0",18
"20","20","MIN","Josh Okogie\okogijo01","Georgia Institute of Technology","1","55","1247","414","166","62",".370",".264",".742","22.7","7.5","3.0","1.1","0.6",".021","-2.4","-0.1",18
"21","21","UTA","Grayson Allen\allengr01","Duke University","1","29","286","114","11","18",".306",".271",".711","9.9","3.9","0.4","0.6","-0.2","-.035","-8.1","-0.4",18
"22","22","CHI","Chandler Hutchison\hutchch01","Boise State University","1","44","895","229","185","34",".459",".280",".605","20.3","5.2","4.2","0.8","0.6",".033","-4.2","-0.5",18
"23","23","IND","Aaron Holiday\holidaa01","University of California Los Angeles","1","39","455","209","55","58",".379",".299",".882","11.7","5.4","1.4","1.5","0.5",".051","-2.9","-0.1",18
"24","24","POR","Anfernee Simons\simonan01","","1","12","60","15","7","4",".280",".000",".250","5.0","1.3","0.6","0.3","-0.4","-.293","-16.9","-0.2",18
"25","25","LAL","Moritz Wagner\wagnemo01","University of Michigan","1","25","160","77","37","10",".418",".364",".600","6.4","3.1","1.5","0.4","0.1",".036","-3.8","-0.1",18
"26","26","PHI","Landry Shamet\shamela01","Wichita State University","1","64","1397","573","97","75",".440",".416",".838","21.8","9.0","1.5","1.2","3.0",".102","-0.8","0.4",18
"27","27","BOS","Robert Williams\williro04","Texas A&M University","1","26","221","70","59","5",".738","",".667","8.5","2.7","2.3","0.2","1.0",".212","4.8","0.4",18
"28","28","GSW","Jacob Evans\evansja02","University of Cincinnati","1","23","99","13","9","13",".240",".167",".000","4.3","0.6","0.4","0.6","-0.2","-.118","-11.3","-0.2",18
"29","29","BRK","Dzanan Musa\musadz01","","1","8","34","16","4","1",".400",".000",".000","4.3","2.0","0.5","0.1","-0.2","-.227","-13.4","-0.1",18
"30","30","ATL","Omari Spellman\spellom01","Villanova University","1","46","805","272","194","47",".402",".344",".711","17.5","5.9","4.2","1.0","1.2",".070","-1.1","0.2",18
"31","31","PHO","Elie Okobo\okoboel01","","1","42","778","238","81","108",".378",".274",".829","18.5","5.7","1.9","2.6","-0.6","-.036","-6.4","-0.9",18
"32","32","MEM","Jevon Carter\carteje01","West Virginia University","1","28","409","92","39","46",".271",".274",".688","14.6","3.3","1.4","1.6","-0.4","-.046","-5.1","-0.3",18
"33","33","DAL","Jalen Brunson\brunsja01","Villanova University","1","55","1045","410","118","137",".441",".351",".694","19.0","7.5","2.1","2.5","1.2",".055","-3.2","-0.3",18
"34","34","ATL","Devonte' Graham\grahade01","University of Kansas","1","31","403","135","37","68",".369",".307",".727","13.0","4.4","1.2","2.2","0.3",".042","-3.8","-0.2",18
"35","35","ORL","Melvin Frazier\frazime01","Tulane University","1","7","32","12","3","0",".429",".000","","4.6","1.7","0.4","0.0","0.0","-.046","-11.7","-0.1",18
"36","36","NYK","Mitchell Robinson\robinmi01","","1","48","896","322","254","26",".706","",".571","18.7","6.7","5.3","0.5","4.0",".215","6.6","1.9",18
"37","37","SAC","Gary Trent\trentga02","Duke University","1","9","38","14","4","1",".263",".333",".250","4.2","1.6","0.4","0.1","-0.1","-.153","-13.6","-0.1",18
"38","38","PHI","Khyri Thomas\thomakh01","Creighton University","1","19","163","50","16","6",".347",".345",".667","8.6","2.6","0.8","0.3","0.2",".054","-3.1","0.0",18
"39","39","PHI","Isaac Bonga\bongais01","","1","8","31","8","6","6",".200",".000",".571","3.9","1.0","0.8","0.8","0.0","-.027","-3.6","0.0",18
"40","40","BRK","Rodions Kurucs\kurucro01","","1","47","960","413","173","38",".466",".320",".884","20.4","8.8","3.7","0.8","1.4",".068","-2.5","-0.1",18
"41","41","ORL","Jarred Vanderbilt\vandeja01","University of Kentucky","1","6","18","3","12","1",".200","",".250","3.0","0.5","2.0","0.2","0.0","-.080","-7.6","0.0",18
"42","42","DET","Bruce Brown\brownbr01","University of Miami","1","55","1110","255","153","72",".385",".260",".700","20.2","4.6","2.8","1.3","0.9",".038","-2.5","-0.1",18
"43","43","DEN","Justin Jackson\jacksju02","University of Maryland","","","","","","","","","","","","","","","","","",18
"44","44","WAS","Issuf Sanon\sanonis01","","","","","","","","","","","","","","","","","","",18
"45","45","BRK","Hamidou Diallo\diallha01","University of Kentucky","1","46","517","190","95","17",".463",".174",".610","11.2","4.1","2.1","0.4","0.8",".076","-4.5","-0.3",18
"46","46","HOU","De'Anthony Melton\meltode01","University of Southern California","1","37","727","197","97","120",".373",".313",".833","19.6","5.3","2.6","3.2","0.0","-.001","-2.3","-0.1",18
